[IsGrandTotalRowTotal],[SumConversion_Rate],[SumUNIT_PRICE_USD],[SumUNIT_PRICE_LC],OPEN_ORDER[ORD_CREATE_DT],OPEN_ORDER[ORD_LN_CREATE_DT],Sales Org[SALES_ORG],OPEN_ORDER[ORD_CREATE_BY_USER_ID],OPEN_ORDER[BILL_TO_CUST_ID],Customer BILL[BILL_TO_CUST_NM],OPEN_ORDER[CUST_PO_NUM],OPEN_ORDER[SALES_DOC_TYP_CD],OPEN_ORDER[SALES_DOC_TYP_DESC],OPEN_ORDER[SALES_CHAN_CD],OPEN_ORDER[SALES_ORD_HDR_ID],OPEN_ORDER[SALES_ORD_LN_NUM],OPEN_ORDER[ITEM_CTGRY_ID],OPEN_ORDER[ITEM_CTGRY_DESC],OPEN_ORDER[PLANT_ID],OPEN_ORDER[PLANT_DESC],OPEN_ORDER[MATL_ID],Material[CFN],Material[MATL_DESC],OPEN_ORDER[CUST_MATL_NUM],OPEN_ORDER[MIN_MATL_AVAIL_DT],OPEN_ORDER[REQUEST_DLVRY_DT],OPEN_ORDER[Due Date Status],OPEN_ORDER[Due Date Status Detail],OPEN_ORDER[ORD_SUOM_QTY],UOM[UOM_DESC_3],OPEN_ORDER[OPEN_SUOM_QTY],OPEN_ORDER[GOSC_BACKORD_SUOM_QTY],OPEN_ORDER[GOSC_BACKORD_BUOM_QTY],OPEN_ORDER[PAST_DUE_SUOM_QTY],OPEN_ORDER[UNCONFIRM_SUOM_QTY],OPEN_ORDER[CONFIRM_SUOM_QTY],OPEN_ORDER[DC_SUOM_QTY],OPEN_ORDER[DLVRY_SUOM_QTY],OPEN_ORDER[TRANSFER_ORD_SUOM_QTY],OPEN_ORDER[SHIP_SUOM_QTY],OPEN_ORDER[TO_BILL_SUOM_QTY],OPEN_ORDER[OPEN_FOR_INVOICE_SUOM_QTY],OPEN_ORDER[BILL_SUOM_QTY],OPEN_ORDER[ORD_AOP_AMT],OPEN_ORDER[OPEN_AOP_AMT],OPEN_ORDER[GOSC_BACKORD_AOP_AMT],OPEN_ORDER[PAST_DUE_AOP_AMT],OPEN_ORDER[UNCONFIRM_AOP_AMT],OPEN_ORDER[CONFIRM_AOP_AMT],OPEN_ORDER[DC_AOP_AMT],OPEN_ORDER[DLVRY_AOP_AMT],OPEN_ORDER[TRANSFER_ORD_AOP_AMT],OPEN_ORDER[SHIP_AOP_AMT],OPEN_ORDER[TO_BILL_AOP_AMT],OPEN_ORDER[OPEN_FOR_INVOICE_AOP_AMT],OPEN_ORDER[BILL_AOP_AMT],OPEN_ORDER[SPCL_PRCS_IND_CD],OPEN_ORDER[SPCL_PRCS_IND_DESC],OPEN_ORDER[SALES_OFFICE_ID],OPEN_ORDER[SALES_OFFICE_DESC],OPEN_ORDER[DIST_CHAN_ID],OPEN_ORDER[DIST_CHAN_DESC],OPEN_ORDER[DLVRY_PRIORITY_NUM],OPEN_ORDER[BATCH_ID],OPEN_ORDER[STOR_LOC_ID],OPEN_ORDER[SHIP_COND_ID],OPEN_ORDER[SHIP_CON_DESC],OPEN_ORDER[SHIP_PT_ID],OPEN_ORDER[SHIP_ROUTE_ID],OPEN_ORDER[SHIP_ROUTE_DESC],OPEN_ORDER[INCOTERM_CD],OPEN_ORDER[SOLD_TO_CUST_ID],Customer SOLD[SOLD_TO_CUST_NM],Customer SOLD[SOLD_TO_CITY],Geo SOLD[G4_NM],OPEN_ORDER[SHIP_TO_CUST_ID],Customer SHIP[SHIP_TO_CUST_NM],Customer SHIP[SHIP_TO_CITY],Customer SHIP[SHIP_TO_CNTRY_CD],OPEN_ORDER[CUST_SEG],OPEN_ORDER[PMT_TERM],OPEN_ORDER[SFORCE_ID],OPEN_ORDER[SALES_REP_CUST_ID],OPEN_ORDER[SALES_REP_CUST_NM],OPEN_ORDER[PRD_ALLOC_STAT_DESC],OPEN_ORDER[PLAN_PGI_DT],OPEN_ORDER[ORD_HOLD_CD],OPEN_ORDER[CRED_BLK_CD],OPEN_ORDER[ORD_DLVRY_BLK_CD],OPEN_ORDER[ORD_DLVRY_BLK_DESC],OPEN_ORDER[ORD_LN_DLVRY_BLK_CD],OPEN_ORDER[DDL_ERR_MSG],OPEN_ORDER[ORD_BLK_REASN_CD],OPEN_ORDER[GTS_BLK_DTL],OPEN_ORDER[PROD_HOLD_CD],OPEN_ORDER[ORD_BILL_BLK_CD],OPEN_ORDER[ORD_BILL_BLK_DESC],OPEN_ORDER[ORD_LN_BILL_BLK_CD],OPEN_ORDER[BILL_ERR_MSG],OPEN_ORDER[DLVRY_CMPL_IND],OPEN_ORDER[QUASAR_STAT_EN],OPEN_ORDER[QUASAR_DT_EN],OPEN_ORDER[AMPS_COMMENT_UNCONFIRMED_QTY],OPEN_ORDER[INT_COMMENT],OPEN_ORDER[EXT_COMMENT],Material[DIVISION],Material[MPG_DESC],OPEN_ORDER[MRP_CNTRL_ID],OPEN_ORDER[MRP_CNTRL_DESC],Material[RPH_LVL1_DESC],Material[RPH_LVL2_DESC],Material[RPH_LVL3_DESC],Material[RPH_LVL4_DESC],OPEN_ORDER[PRFT_CENTER_ID],OPEN_ORDER[PRFT_CTR_DESC],Entity[WWR_ENTITY_CNTRY_NM],Entity[WWR_ENTITY_CNTRY_CLUSTER_NM],Entity[WWR_ENTITY_GEO_REGION_NM],Entity[WWR_ENTITY_GLBL_AREA_NM],OPEN_ORDER[VAT_CD],OPEN_ORDER[ORD_REASN],OPEN_ORDER[GFS_PROD_ID],OPEN_ORDER[ORD_ORD_AMT],OPEN_ORDER[DOC_CURR_CD],OPEN_ORDER[GOSC_BACKORD_DOC_AMT],OPEN_ORDER[PAST_DUE_DOC_AMT],OPEN_ORDER[OPEN_DOC_AMT],OPEN_ORDER[UNCONFIRM_DOC_AMT],OPEN_ORDER[CONFIRM_DOC_AMT],OPEN_ORDER[DC_DOC_AMT],OPEN_ORDER[DLVRY_DOC_AMT],OPEN_ORDER[TRANSFER_ORD_DOC_AMT],OPEN_ORDER[SHIP_DOC_AMT],OPEN_ORDER[TO_BILL_DOC_AMT],OPEN_ORDER[OPEN_FOR_INVOICE_DOC_AMT],OPEN_ORDER[BILL_DOC_AMT],OPEN_ORDER[PURCH_REQ_NUM],OPEN_ORDER[GTS_LIC_STATUS],OPEN_ORDER[CERT_NUM],OPEN_ORDER[CERT_VERSN_NUM],OPEN_ORDER[DEAL_ID],OPEN_ORDER[YOUR_REF_TXT],OPEN_ORDER[GTIN],OPEN_ORDER[VERSION_NUMBER],OPEN_ORDER[REFRESH_TS],SALES_REP[PRIM_PHN_NUM],SALES_REP[EMAIL_ADDR],OPEN_ORDER[IMPLANT_DT],OPEN_ORDER[GTS_LIC_VALID_FROM_DT],OPEN_ORDER[AMPS_REFRESH_TS]
True,340082,11259973.4819,27245822.8974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,1,0,0,2016-06-14T00:00:00,2016-06-14T00:00:00,S063 - MDT France,VANCAC1,0001053741,Ctre anticancereux GF Leclerc,DDE DU 270416,ZRAS,MDT Repair Sales Ord,EMAL,6137503229,010200,ZRLB,MDT - Loan Outbound,Z040,COV Non-Costed F.A.,10884524001531,FORCETRIAD,FORCETRIAD FORCE TRIAD ENERGY PLATFORM,,2016-06-14T00:00:00,2016-06-14T00:00:00,Past Due,Past Due,1,EA,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3604,MDT France,10,Direct Distribution,30,,FR51,Q5,Invalid EU_1PM,T356,,,DDU,0001053741,Ctre anticancereux GF Leclerc,DIJON CEDEX,France,0004030882,#Ctre Anti Cancereux GF Leclerc,#DIJON,FR,3A - Small & XtraSmall,P007 - Prox 30,,NL,,No,2016-06-14T00:00:00,,,,,,,,,,,,,,,,,,1 EA have been confirmed with date in the past. Delivery has been created but not yet shipped. Contact relevant team for more details.,Order processed and under review to be confirmed.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,TFRSGS,France Surgical Innovations,FRANCE,France,France,EMEA,1,"983 - ZRAS, ZKA, KB, ZS2 Contract Warranty",PA115,0,EUR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,10884524001531,,2026-05-12T13:48:17,,,,,
False,1,0,0,2016-06-14T00:00:00,2016-07-19T00:00:00,S063 - MDT France,VANCAC1,0001053741,Ctre anticancereux GF Leclerc,DDE DU 270416,ZRAS,MDT Repair Sales Ord,EMAL,6137503229,010300,ZRCP,MDT - Contr. Repair,1449,MITG Service plant France,MC-FORCETRIAD,MC-FORCETRIAD,FORCE TRIAD ENERGY PLATFORM,,2016-06-14T00:00:00,2016-06-14T00:00:00,Past Due,Past Due,1,EA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3604,MDT France,10,Direct Distribution,30,,,Q5,Invalid EU_1PM,,,,DDU,0001053741,Ctre anticancereux GF Leclerc,DIJON CEDEX,France,0004030882,#Ctre Anti Cancereux GF Leclerc,#DIJON,FR,3A - Small & XtraSmall,P007 - Prox 30,FR809,0000137099,"Silvestre, Carole",No,2016-06-14T00:00:00,,,,,,,,,,,,,,,,,,1 EA confirmed with date in the past and the delivery has not been created.,Order processed and under review to be confirmed.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,TFRSGS,France Surgical Innovations,FRANCE,France,France,EMEA,4,"983 - ZRAS, ZKA, KB, ZS2 Contract Warranty",PA108,0,EUR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2026-05-12T13:48:17,0609990513,carole.silvestre@medtronic.com,,,
False,1,0,0,2016-06-22T00:00:00,2016-06-22T00:00:00,S063 - MDT France,LANCED1,0000137157,"Grima, Mélanie",Demo,ZRAS,MDT Repair Sales Ord,EMAL,6137729416,010000,ZSRF,MDT - Dmgd FA item,Z040,COV Non-Costed F.A.,MC-FORCETRIAD,MC-FORCETRIAD,FORCE TRIAD ENERGY PLATFORM,,2016-06-22T00:00:00,2016-06-22T00:00:00,Past Due,Past Due,1,EA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3604,MDT France,10,Direct Distribution,30,,,Q5,Invalid EU_1PM,,,,FH,0000137157,"Grima, Mélanie",VENTABREN,France,0000137157,"Grima, Mélanie",VENTABREN,FR,,N999 - Net 999 Days,FR806,0000137140,"Renner, Yannick",No,2016-06-22T00:00:00,,,,,,,,,,,,,,,,,,1 EA confirmed with date in the past and the delivery has not been created.,Order processed and under review to be confirmed.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,TFRSGS,France Surgical Innovations,FRANCE,France,France,EMEA,4,"981 - ZRAS, ZKA, KB, ZS2 Fixed Asset Repair",PA108,0,EUR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2026-05-12T13:48:17,0619930359,yannick.renner@medtronic.com,,,
False,1,0,0,2016-06-22T00:00:00,2016-06-22T00:00:00,S063 - MDT France,LANCED1,0000137157,"Grima, Mélanie",Demo,ZRAS,MDT Repair Sales Ord,EMAL,6137729416,010200,ZRFP,MDT - Repair FA,Z040,COV Non-Costed F.A.,MC-FORCETRIAD,MC-FORCETRIAD,FORCE TRIAD ENERGY PLATFORM,,2016-06-22T00:00:00,2016-06-22T00:00:00,Past Due,Past Due,1,EA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3604,MDT France,10,Direct Distribution,30,,,Q5,Invalid EU_1PM,,,,FH,0000137157,"Grima, Mélanie",VENTABREN,France,0000137157,"Grima, Mélanie",VENTABREN,FR,,N999 - Net 999 Days,FR806,0000137140,"Renner, Yannick",No,2016-06-22T00:00:00,,,,,,,,,,,,,,,,,,1 EA confirmed with date in the past and the delivery has not been created.,Order processed and under review to be confirmed.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,TFRSGS,France Surgical Innovations,FRANCE,France,France,EMEA,4,"981 - ZRAS, ZKA, KB, ZS2 Fixed Asset Repair",PA108,0,EUR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2026-05-12T13:48:17,0619930359,yannick.renner@medtronic.com,,,
False,1,0,0,2016-06-22T00:00:00,2016-07-20T00:00:00,S063 - MDT France,LANCED1,0000137157,"Grima, Mélanie",Demo,ZRAS,MDT Repair Sales Ord,EMAL,6137729416,010300,ZSFL,MDT - Rep Goods Del,Z040,COV Non-Costed F.A.,10884524001531,FORCETRIAD,FORCETRIAD FORCE TRIAD ENERGY PLATFORM,,2016-06-22T00:00:00,2016-06-22T00:00:00,Past Due,Past Due,1,EA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3604,MDT France,10,Direct Distribution,30,CX07100222,FR50,Q5,Invalid EU_1PM,T356,,,FH,0000137157,"Grima, Mélanie",VENTABREN,France,0000137157,"Grima, Mélanie",VENTABREN,FR,,N999 - Net 999 Days,FR806,0000137140,"Renner, Yannick",No,2016-06-22T00:00:00,,,,,,,,,,,,,,,,,,1 EA confirmed with date in the past and the delivery has not been created.,Order processed and under review to be confirmed.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,TFRSGS,France Surgical Innovations,FRANCE,France,France,EMEA,1,"981 - ZRAS, ZKA, KB, ZS2 Fixed Asset Repair",PA115,0,EUR,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,10884524001531,,2026-05-12T13:48:17,0619930359,yannick.renner@medtronic.com,,,
False,1,0,0,2016-06-23T00:00:00,2016-06-23T00:00:00,S067 - MDT Norway,SULTSM1,0001376593,Sørlandet Sykehus HF,For Loaner pool vl005176x,ZRAS,MDT Repair Sales Ord,EMAL,6137777618,010000,ZSRN,MDT - Damaged Item I,1453,MITG Service plant Norway,MC-RAPIDVAC,MC-RAPIDVAC,SMOKE EVACUATOR RAPIDVAC,,2016-06-23T00:00:00,2016-06-23T00:00:00,Past Due,Past Due,1,EA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4000,MDT Norway,10,Direct Distribution,30,,,Q8,Invalid EU_EXPRESS,,,,FH,0001057650,Sørlandet Sykehus HF Arendal,Arendal,Norway,0006229942,Sørlandet Sykehus HF Kristiansand,Kristiansand S,NO,3A - Small & XtraSmall,N012 - Net 30 Days,NO831,0000175849,@NO HW,No,2016-06-23T00:00:00,,,,,,,,,,,,,Item E: VF185 Billing not possible because expense not yet accounted,,,,,1 EA confirmed with date in the past and the delivery has not been created.,Order processed and under review to be confirmed.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,NRWSGS,Norway Surgical Innovations,NORWAY,Nordics,North Western Europe,EMEA,4,986 - ZS2 Preventive Maintenance,PA108,0,NOK,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2026-05-12T13:48:17,,,,,
False,1,0,0,2016-06-23T00:00:00,2016-07-07T00:00:00,S067 - MDT Norway,SULTSM1,0001376593,Sørlandet Sykehus HF,For Loaner pool vl005176x,ZRAS,MDT Repair Sales Ord,EMAL,6137777618,010200,ZRRP,MDT - Repair,1453,MITG Service plant Norway,MC-RAPIDVAC,MC-RAPIDVAC,SMOKE EVACUATOR RAPIDVAC,,2016-06-23T00:00:00,2016-06-23T00:00:00,Past Due,Past Due,1,EA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4000,MDT Norway,10,Direct Distribution,30,,,Q8,Invalid EU_EXPRESS,,,,FH,0001057650,Sørlandet Sykehus HF Arendal,Arendal,Norway,0006229942,Sørlandet Sykehus HF Kristiansand,Kristiansand S,NO,3A - Small & XtraSmall,N012 - Net 30 Days,NO831,0000175849,@NO HW,No,2016-06-23T00:00:00,,,,,,,,,,,,,Item E: VF003 Item category ZRAS ZRRP cannot be invoiced with billing type ZFR,,,,,1 EA confirmed with date in the past and the delivery has not been created.,Order processed and under review to be confirmed.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,NRWSGS,Norway Surgical Innovations,NORWAY,Nordics,North Western Europe,EMEA,4,986 - ZS2 Preventive Maintenance,PA108,0,NOK,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2026-05-12T13:48:17,,,,,
False,1,0,0,2016-06-23T00:00:00,2016-07-08T00:00:00,S067 - MDT Norway,SULTSM1,0001376593,Sørlandet Sykehus HF,For Loaner pool vl005176x,ZRAS,MDT Repair Sales Ord,EMAL,6137777618,010300,ZSAL,MDT - Rep Goods Del,1341,Heerlen 3 DC | 1341,10884524001753,SE3695,SE3695 RAPIDVAC SMOKE EVACUATOR 220VX1,,2016-06-23T00:00:00,2016-06-23T00:00:00,Past Due,Past Due,1,EA,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4000,MDT Norway,10,Direct Distribution,30,CX07028934,5000,Q8,Invalid EU_EXPRESS,T341,,,FH,0001057650,Sørlandet Sykehus HF Arendal,Arendal,Norway,0006229942,Sørlandet Sykehus HF Kristiansand,Kristiansand S,NO,3A - Small & XtraSmall,N012 - Net 30 Days,NO801,0000138692,"Slettvoll, Glenn",No,2016-06-23T00:00:00,,,,,,,,,,,,,Item E: VF003 Item category ZRAS ZSAL cannot be invoiced with billing type ZFR,,,,,1 EA confirmed with date in the past and the delivery has not been created.,Order processed and under review to be confirmed.,11 - MITG,L6 - Electrosurgery,001,PERSON 1,MS,Surgical,Core Surgical,Electrosurgery,NRWSGS,Norway Surgical Innovations,NORWAY,Nordics,North Western Europe,EMEA,1,986 - ZS2 Preventive Maintenance,PA119,0,NOK,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,10884524001753,,2026-05-12T13:48:17,+47  66852222,glenn.slettvoll@medtronic.com,,,
False,1,2118.549,1842.29,2016-06-29T00:00:00,2016-06-29T00:00:00,S071 - MDT Belgium,DOMANG1,0001016813,VZW Sint-Franciskusziekenhuis,TD07605,ZRAS,MDT Repair Sales Ord,TECU,6137925973,010000,ZSRN,MDT - Damaged Item I,1457,MITG Service plant Belgium,MC-FORCETRIAD,MC-FORCETRIAD,FORCE TRIAD ENERGY PLATFORM,,2016-06-29T00:00:00,2016-06-29T00:00:00,Past Due,Past Due,1,EA,1,0,0,0,0,1,0,0,0,0,0,1,0,2118.549,2118.549,0,0,0,2118.549,0,0,0,0,0,2118.549,0,,,4400,MDT Belgium,10,Direct Distribution,30,,,Q6,Invalid EU_ECONOMY,,,,DAP,0001016813,VZW Sint-Franciskusziekenhuis,Heusden-Zolder,Belgium,0006229053,#AZ St Franciscus,#Heusden,BE,3A - Small & XtraSmall,N012 - Net 30 Days,BE822,0000175869,@PSE RM Yeter,No,2016-06-29T00:00:00,,,,,,,,,,,,,Item E: VF185 Billing not possible because expense not yet accounted,,,,,1 EA confirmed with date in the past and the delivery has not been created.,Order processed and under review to be confirmed.,11 - MITG,M2 - Hardware,,,MS,Surgical,Core Surgical,Advanced Energy SS,TBESGS,Belgium Surgical Innovations,BELGIUM,Benelux,North Western Europe,EMEA,4,"980 - ZRAS, ZKA, KB, ZS2, ZRIC Repair Sale",PA108,1842.29,EUR,0,0,1842.29,0,1842.29,0,0,0,0,0,1842.29,0,,,,,,,,,2026-05-12T13:48:17,,,,,
